Date,Price,Index
25/08/2015,"28,807.00",NGX ASI
26/08/2015,218.47,S&P/FMDQ SBI
26/08/2015,"28,137.65",NGX ASI
27/08/2015,218.26,S&P/FMDQ SBI
27/08/2015,"28,221.75",NGX ASI
28/08/2015,218.3,S&P/FMDQ SBI
28/08/2015,"28,831.97",NGX ASI
31/08/2015,218.55,S&P/FMDQ SBI
31/08/2015,"29,684.84",NGX ASI
01/09/2015,218.6,S&P/FMDQ SBI
01/09/2015,"30,225.34",NGX ASI
02/09/2015,218.72,S&P/FMDQ SBI
02/09/2015,"29,870.86",NGX ASI
03/09/2015,218.74,S&P/FMDQ SBI
03/09/2015,"29,393.77",NGX ASI
04/09/2015,217.99,S&P/FMDQ SBI
04/09/2015,"29,511.08",NGX ASI
07/09/2015,217.68,S&P/FMDQ SBI
07/09/2015,"30,052.20",NGX ASI
08/09/2015,217.69,S&P/FMDQ SBI
08/09/2015,"30,358.87",NGX ASI
09/09/2015,217.54,S&P/FMDQ SBI
09/09/2015,"29,449.90",NGX ASI
10/09/2015,217.79,S&P/FMDQ SBI
10/09/2015,"29,403.12",NGX ASI
11/09/2015,217.94,S&P/FMDQ SBI
11/09/2015,"29,689.08",NGX ASI
14/09/2015,219.25,S&P/FMDQ SBI
14/09/2015,"30,369.97",NGX ASI
15/09/2015,219.24,S&P/FMDQ SBI
15/09/2015,"30,311.77",NGX ASI
16/09/2015,219.45,S&P/FMDQ SBI
16/09/2015,"30,359.47",NGX ASI
17/09/2015,220.01,S&P/FMDQ SBI
17/09/2015,"30,410.39",NGX ASI
18/09/2015,221.61,S&P/FMDQ SBI
18/09/2015,"30,332.68",NGX ASI
21/09/2015,222.72,S&P/FMDQ SBI
21/09/2015,"30,265.90",NGX ASI
22/09/2015,223.57,S&P/FMDQ SBI
22/09/2015,"30,426.10",NGX ASI
23/09/2015,223.73,S&P/FMDQ SBI
23/09/2015,"30,543.17",NGX ASI
24/09/2015,225.17,S&P/FMDQ SBI
25/09/2015,225.26,S&P/FMDQ SBI
28/09/2015,225.56,S&P/FMDQ SBI
28/09/2015,"30,762.29",NGX ASI
29/09/2015,225.95,S&P/FMDQ SBI
29/09/2015,"30,825.00",NGX ASI
30/09/2015,224.87,S&P/FMDQ SBI
30/09/2015,"31,217.77",NGX ASI
01/10/2015,224.95,S&P/FMDQ SBI
02/10/2015,225.63,S&P/FMDQ SBI
02/10/2015,"30,588.41",NGX ASI
05/10/2015,227.4,S&P/FMDQ SBI
05/10/2015,"30,405.88",NGX ASI
06/10/2015,227.48,S&P/FMDQ SBI
06/10/2015,"30,330.58",NGX ASI
07/10/2015,228.33,S&P/FMDQ SBI
07/10/2015,"30,141.06",NGX ASI
08/10/2015,232.32,S&P/FMDQ SBI
08/10/2015,"30,123.20",NGX ASI
09/10/2015,232.12,S&P/FMDQ SBI
09/10/2015,"30,165.19",NGX ASI
12/10/2015,231.39,S&P/FMDQ SBI
12/10/2015,"30,231.16",NGX ASI
13/10/2015,231.87,S&P/FMDQ SBI
13/10/2015,"30,058.40",NGX ASI
14/10/2015,232.19,S&P/FMDQ SBI
14/10/2015,"29,668.16",NGX ASI
15/10/2015,233.26,S&P/FMDQ SBI
15/10/2015,"29,700.08",NGX ASI
16/10/2015,235.85,S&P/FMDQ SBI
16/10/2015,"29,834.21",NGX ASI
19/10/2015,236.26,S&P/FMDQ SBI
19/10/2015,"30,219.01",NGX ASI
20/10/2015,237.14,S&P/FMDQ SBI
20/10/2015,"30,325.11",NGX ASI
21/10/2015,235.76,S&P/FMDQ SBI
21/10/2015,"30,199.15",NGX ASI
22/10/2015,235.13,S&P/FMDQ SBI
22/10/2015,"30,025.62",NGX ASI
23/10/2015,234.44,S&P/FMDQ SBI
23/10/2015,"30,011.89",NGX ASI
26/10/2015,235.02,S&P/FMDQ SBI
26/10/2015,"29,828.95",NGX ASI
27/10/2015,234.58,S&P/FMDQ SBI
27/10/2015,"29,572.90",NGX ASI
28/10/2015,234.88,S&P/FMDQ SBI
28/10/2015,"29,396.31",NGX ASI
29/10/2015,235.5,S&P/FMDQ SBI
29/10/2015,"29,446.95",NGX ASI
30/10/2015,236.05,S&P/FMDQ SBI
30/10/2015,"29,177.72",NGX ASI
02/11/2015,237.46,S&P/FMDQ SBI
02/11/2015,"29,136.85",NGX ASI
03/11/2015,239.31,S&P/FMDQ SBI
03/11/2015,"29,052.87",NGX ASI
04/11/2015,241.73,S&P/FMDQ SBI
04/11/2015,"29,032.44",NGX ASI
05/11/2015,243.09,S&P/FMDQ SBI
05/11/2015,"29,030.97",NGX ASI
06/11/2015,244.98,S&P/FMDQ SBI
06/11/2015,"29,175.35",NGX ASI
09/11/2015,263.59,S&P/FMDQ SBI
09/11/2015,"29,168.04",NGX ASI
10/11/2015,269.2,S&P/FMDQ SBI
10/11/2015,"28,980.07",NGX ASI
11/11/2015,270.5,S&P/FMDQ SBI
11/11/2015,"29,014.78",NGX ASI
12/11/2015,263.24,S&P/FMDQ SBI
12/11/2015,"28,798.67",NGX ASI
13/11/2015,259.31,S&P/FMDQ SBI
13/11/2015,"28,841.67",NGX ASI
16/11/2015,251.33,S&P/FMDQ SBI
16/11/2015,"28,532.81",NGX ASI
17/11/2015,252.12,S&P/FMDQ SBI
17/11/2015,"28,351.28",NGX ASI
18/11/2015,255,S&P/FMDQ SBI
18/11/2015,"28,219.44",NGX ASI
19/11/2015,253.2,S&P/FMDQ SBI
19/11/2015,"28,203.20",NGX ASI
20/11/2015,253.5,S&P/FMDQ SBI
20/11/2015,"28,131.28",NGX ASI
23/11/2015,262.5,S&P/FMDQ SBI
23/11/2015,"27,843.55",NGX ASI
24/11/2015,262.27,S&P/FMDQ SBI
24/11/2015,"27,596.81",NGX ASI
25/11/2015,279.22,S&P/FMDQ SBI
25/11/2015,"27,743.92",NGX ASI
26/11/2015,272.26,S&P/FMDQ SBI
26/11/2015,"27,697.12",NGX ASI
27/11/2015,272.26,S&P/FMDQ SBI
27/11/2015,"27,617.45",NGX ASI
30/11/2015,270.6,S&P/FMDQ SBI
30/11/2015,"27,385.69",NGX ASI
01/12/2015,265.16,S&P/FMDQ SBI
01/12/2015,"27,314.00",NGX ASI
02/12/2015,264.78,S&P/FMDQ SBI
02/12/2015,"27,287.89",NGX ASI
03/12/2015,266.17,S&P/FMDQ SBI
03/12/2015,"27,559.18",NGX ASI
04/12/2015,266.6,S&P/FMDQ SBI
04/12/2015,"27,631.05",NGX ASI
07/12/2015,269.73,S&P/FMDQ SBI
07/12/2015,"27,833.89",NGX ASI
08/12/2015,273.35,S&P/FMDQ SBI
08/12/2015,"27,533.03",NGX ASI
09/12/2015,273.37,S&P/FMDQ SBI
09/12/2015,"27,004.50",NGX ASI
10/12/2015,273.36,S&P/FMDQ SBI
10/12/2015,"27,205.95",NGX ASI
11/12/2015,274.09,S&P/FMDQ SBI
11/12/2015,"27,269.71",NGX ASI
14/12/2015,273.72,S&P/FMDQ SBI
14/12/2015,"27,179.28",NGX ASI
15/12/2015,272.61,S&P/FMDQ SBI
15/12/2015,"26,950.76",NGX ASI
16/12/2015,270.4,S&P/FMDQ SBI
16/12/2015,"26,948.43",NGX ASI
17/12/2015,269.63,S&P/FMDQ SBI
17/12/2015,"26,953.05",NGX ASI
18/12/2015,269.7,S&P/FMDQ SBI
18/12/2015,"26,537.36",NGX ASI
21/12/2015,270.34,S&P/FMDQ SBI
21/12/2015,"26,728.64",NGX ASI
22/12/2015,271.26,S&P/FMDQ SBI
22/12/2015,"26,918.22",NGX ASI
23/12/2015,271.97,S&P/FMDQ SBI
23/12/2015,"26,871.24",NGX ASI
24/12/2015,272.04,S&P/FMDQ SBI
28/12/2015,272.37,S&P/FMDQ SBI
29/12/2015,274.16,S&P/FMDQ SBI
29/12/2015,"26,763.24",NGX ASI
30/12/2015,274.22,S&P/FMDQ SBI
30/12/2015,"27,777.83",NGX ASI
31/12/2015,274.26,S&P/FMDQ SBI
31/12/2015,"28,642.25",NGX ASI
04/01/2016,273.68,S&P/FMDQ SBI
04/01/2016,"28,370.32",NGX ASI
05/01/2016,273.38,S&P/FMDQ SBI
05/01/2016,"28,102.14",NGX ASI
06/01/2016,273.17,S&P/FMDQ SBI
06/01/2016,"27,180.76",NGX ASI
07/01/2016,267.83,S&P/FMDQ SBI
07/01/2016,"27,266.18",NGX ASI
08/01/2016,267.87,S&P/FMDQ SBI
08/01/2016,"27,028.39",NGX ASI
11/01/2016,262.88,S&P/FMDQ SBI
11/01/2016,"26,350.18",NGX ASI
12/01/2016,258.75,S&P/FMDQ SBI
12/01/2016,100,AFEX ACI
12/01/2016,"26,034.93",NGX ASI
13/01/2016,256.46,S&P/FMDQ SBI
13/01/2016,"25,103.05",NGX ASI
14/01/2016,257.19,S&P/FMDQ SBI
14/01/2016,"24,239.98",NGX ASI
15/01/2016,257.91,S&P/FMDQ SBI
15/01/2016,"23,514.04",NGX ASI
18/01/2016,260.59,S&P/FMDQ SBI
18/01/2016,"22,550.83",NGX ASI
19/01/2016,264.1,S&P/FMDQ SBI
19/01/2016,"22,456.32",NGX ASI
20/01/2016,263.38,S&P/FMDQ SBI
20/01/2016,"23,335.01",NGX ASI
21/01/2016,263.87,S&P/FMDQ SBI
21/01/2016,"23,686.67",NGX ASI
22/01/2016,266,S&P/FMDQ SBI
22/01/2016,"23,826.50",NGX ASI
25/01/2016,264.87,S&P/FMDQ SBI
25/01/2016,"23,963.64",NGX ASI
26/01/2016,265.74,S&P/FMDQ SBI
26/01/2016,"23,832.03",NGX ASI
27/01/2016,265.66,S&P/FMDQ SBI
27/01/2016,"23,333.34",NGX ASI
28/01/2016,266.63,S&P/FMDQ SBI
28/01/2016,"23,598.85",NGX ASI
29/01/2016,266.28,S&P/FMDQ SBI
29/01/2016,"23,916.15",NGX ASI
01/02/2016,265.6,S&P/FMDQ SBI
01/02/2016,"23,826.76",NGX ASI
02/02/2016,264.51,S&P/FMDQ SBI
02/02/2016,"23,834.87",NGX ASI
03/02/2016,264.35,S&P/FMDQ SBI
03/02/2016,"23,605.89",NGX ASI
04/02/2016,264.14,S&P/FMDQ SBI
04/02/2016,"23,517.19",NGX ASI
05/02/2016,263.59,S&P/FMDQ SBI
05/02/2016,"23,501.87",NGX ASI
08/02/2016,263.85,S&P/FMDQ SBI
08/02/2016,"23,977.17",NGX ASI
09/02/2016,264.85,S&P/FMDQ SBI
09/02/2016,"23,981.09",NGX ASI
10/02/2016,265.93,S&P/FMDQ SBI
10/02/2016,"24,135.40",NGX ASI
11/02/2016,266.34,S&P/FMDQ SBI
11/02/2016,"24,664.89",NGX ASI
12/02/2016,266.03,S&P/FMDQ SBI
12/02/2016,100,AFEX ACI
12/02/2016,"24,689.69",NGX ASI
15/02/2016,266.33,S&P/FMDQ SBI
15/02/2016,"24,827.50",NGX ASI
16/02/2016,266.69,S&P/FMDQ SBI
16/02/2016,"24,514.91",NGX ASI
17/02/2016,267.93,S&P/FMDQ SBI
17/02/2016,"24,056.12",NGX ASI
18/02/2016,267.5,S&P/FMDQ SBI
18/02/2016,"24,261.69",NGX ASI
19/02/2016,268.21,S&P/FMDQ SBI
19/02/2016,"24,432.51",NGX ASI
22/02/2016,269.25,S&P/FMDQ SBI
22/02/2016,"24,423.37",NGX ASI
23/02/2016,269.3,S&P/FMDQ SBI
23/02/2016,"24,090.98",NGX ASI
24/02/2016,270.27,S&P/FMDQ SBI
24/02/2016,"23,883.34",NGX ASI
25/02/2016,269.69,S&P/FMDQ SBI
25/02/2016,"24,042.73",NGX ASI
26/02/2016,268.96,S&P/FMDQ SBI
26/02/2016,"24,228.79",NGX ASI
29/02/2016,268.22,S&P/FMDQ SBI
29/02/2016,"24,570.73",NGX ASI
01/03/2016,268.6,S&P/FMDQ SBI
01/03/2016,"24,838.31",NGX ASI
02/03/2016,270.1,S&P/FMDQ SBI
02/03/2016,"25,396.83",NGX ASI
03/03/2016,271.67,S&P/FMDQ SBI
03/03/2016,"25,816.29",NGX ASI
04/03/2016,271.34,S&P/FMDQ SBI
04/03/2016,"25,820.10",NGX ASI
07/03/2016,270.71,S&P/FMDQ SBI
07/03/2016,"25,890.94",NGX ASI
08/03/2016,271.66,S&P/FMDQ SBI
08/03/2016,"25,755.01",NGX ASI
09/03/2016,272.09,S&P/FMDQ SBI
09/03/2016,"25,885.31",NGX ASI
10/03/2016,272.09,S&P/FMDQ SBI
10/03/2016,"25,923.77",NGX ASI
11/03/2016,271.75,S&P/FMDQ SBI
11/03/2016,"25,988.40",NGX ASI
14/03/2016,271.45,S&P/FMDQ SBI
14/03/2016,"25,853.58",NGX ASI
15/03/2016,270.08,S&P/FMDQ SBI
15/03/2016,"25,745.13",NGX ASI
16/03/2016,270.37,S&P/FMDQ SBI
16/03/2016,"25,657.48",NGX ASI
17/03/2016,270.83,S&P/FMDQ SBI
17/03/2016,"25,679.03",NGX ASI
18/03/2016,270.78,S&P/FMDQ SBI
18/03/2016,"25,694.79",NGX ASI
21/03/2016,271.57,S&P/FMDQ SBI
21/03/2016,"25,902.95",NGX ASI
22/03/2016,271.29,S&P/FMDQ SBI
22/03/2016,"26,020.40",NGX ASI
23/03/2016,267.67,S&P/FMDQ SBI
23/03/2016,"25,736.92",NGX ASI
24/03/2016,269.33,S&P/FMDQ SBI
24/03/2016,"25,899.91",NGX ASI
25/03/2016,269.42,S&P/FMDQ SBI
28/03/2016,269.7,S&P/FMDQ SBI
29/03/2016,269.8,S&P/FMDQ SBI
29/03/2016,"25,277.29",NGX ASI
30/03/2016,269.39,S&P/FMDQ SBI
30/03/2016,"25,145.28",NGX ASI
31/03/2016,269.01,S&P/FMDQ SBI
31/03/2016,"25,306.22",NGX ASI
01/04/2016,269.36,S&P/FMDQ SBI
01/04/2016,"25,507.09",NGX ASI
04/04/2016,269.41,S&P/FMDQ SBI
04/04/2016,"25,349.07",NGX ASI
05/04/2016,269.49,S&P/FMDQ SBI
05/04/2016,"25,454.75",NGX ASI
06/04/2016,269.24,S&P/FMDQ SBI
06/04/2016,"25,464.94",NGX ASI
07/04/2016,271.1,S&P/FMDQ SBI
07/04/2016,"25,369.52",NGX ASI
08/04/2016,271.21,S&P/FMDQ SBI
08/04/2016,"25,328.06",NGX ASI
11/04/2016,271.55,S&P/FMDQ SBI
11/04/2016,"24,649.39",NGX ASI
12/04/2016,269.13,S&P/FMDQ SBI
12/04/2016,"24,639.48",NGX ASI
13/04/2016,267.47,S&P/FMDQ SBI
13/04/2016,"24,637.91",NGX ASI
14/04/2016,268.28,S&P/FMDQ SBI
14/04/2016,"24,746.16",NGX ASI
15/04/2016,267.95,S&P/FMDQ SBI
15/04/2016,"24,719.44",NGX ASI
18/04/2016,267.36,S&P/FMDQ SBI
18/04/2016,"24,596.34",NGX ASI
19/04/2016,263.61,S&P/FMDQ SBI
19/04/2016,"24,624.56",NGX ASI
20/04/2016,264.16,S&P/FMDQ SBI
20/04/2016,"24,784.95",NGX ASI
21/04/2016,264.06,S&P/FMDQ SBI
21/04/2016,"24,909.88",NGX ASI
22/04/2016,263.87,S&P/FMDQ SBI
22/04/2016,"24,850.11",NGX ASI
25/04/2016,264.23,S&P/FMDQ SBI
25/04/2016,"24,765.10",NGX ASI
26/04/2016,265.24,S&P/FMDQ SBI
26/04/2016,"24,824.84",NGX ASI
27/04/2016,264.1,S&P/FMDQ SBI
27/04/2016,"24,809.29",NGX ASI
28/04/2016,263.89,S&P/FMDQ SBI
28/04/2016,"24,957.08",NGX ASI
29/04/2016,263.82,S&P/FMDQ SBI
29/04/2016,"25,062.41",NGX ASI
02/05/2016,264,S&P/FMDQ SBI
03/05/2016,263.88,S&P/FMDQ SBI
03/05/2016,"25,865.50",NGX ASI
04/05/2016,262.04,S&P/FMDQ SBI
04/05/2016,"25,716.06",NGX ASI
05/05/2016,261.64,S&P/FMDQ SBI
05/05/2016,"25,563.78",NGX ASI
06/05/2016,260.24,S&P/FMDQ SBI
06/05/2016,"25,701.60",NGX ASI
09/05/2016,260.51,S&P/FMDQ SBI
09/05/2016,"25,828.30",NGX ASI
10/05/2016,259.89,S&P/FMDQ SBI
10/05/2016,"25,646.84",NGX ASI
11/05/2016,259.88,S&P/FMDQ SBI
11/05/2016,"25,630.62",NGX ASI
12/05/2016,256.8,S&P/FMDQ SBI
12/05/2016,97.94,AFEX ACI
12/05/2016,"25,865.06",NGX ASI
13/05/2016,255.69,S&P/FMDQ SBI
13/05/2016,"26,441.03",NGX ASI
16/05/2016,254.92,S&P/FMDQ SBI
16/05/2016,"26,818.77",NGX ASI
17/05/2016,254.37,S&P/FMDQ SBI
17/05/2016,"26,655.48",NGX ASI
18/05/2016,252.13,S&P/FMDQ SBI
18/05/2016,"26,763.86",NGX ASI
19/05/2016,252.18,S&P/FMDQ SBI
19/05/2016,"27,028.24",NGX ASI
20/05/2016,253.21,S&P/FMDQ SBI
20/05/2016,"27,129.41",NGX ASI
23/05/2016,255.77,S&P/FMDQ SBI
23/05/2016,"27,015.97",NGX ASI
24/05/2016,260.57,S&P/FMDQ SBI
24/05/2016,"27,231.50",NGX ASI
25/05/2016,263.63,S&P/FMDQ SBI
25/05/2016,"28,260.61",NGX ASI
26/05/2016,263.54,S&P/FMDQ SBI
26/05/2016,"28,877.47",NGX ASI
27/05/2016,262.16,S&P/FMDQ SBI
27/05/2016,"28,902.25",NGX ASI
30/05/2016,261.77,S&P/FMDQ SBI
31/05/2016,261.85,S&P/FMDQ SBI
31/05/2016,"27,671.08",NGX ASI
01/06/2016,261.03,S&P/FMDQ SBI
01/06/2016,"26,910.23",NGX ASI
02/06/2016,262.05,S&P/FMDQ SBI
02/06/2016,"27,183.64",NGX ASI
03/06/2016,261.87,S&P/FMDQ SBI
03/06/2016,"27,634.48",NGX ASI
06/06/2016,259.33,S&P/FMDQ SBI
06/06/2016,"27,599.48",NGX ASI
07/06/2016,257.93,S&P/FMDQ SBI
07/06/2016,"27,475.48",NGX ASI
08/06/2016,257.5,S&P/FMDQ SBI
08/06/2016,"27,098.18",NGX ASI
09/06/2016,257.46,S&P/FMDQ SBI
09/06/2016,"27,284.83",NGX ASI
10/06/2016,257.26,S&P/FMDQ SBI
10/06/2016,"27,232.62",NGX ASI
12/06/2016,100.45,AFEX ACI
13/06/2016,256.54,S&P/FMDQ SBI
13/06/2016,"27,103.38",NGX ASI
14/06/2016,256.69,S&P/FMDQ SBI
14/06/2016,"27,034.05",NGX ASI
15/06/2016,256.38,S&P/FMDQ SBI
15/06/2016,"27,891.96",NGX ASI
16/06/2016,255.75,S&P/FMDQ SBI
16/06/2016,"28,489.87",NGX ASI
17/06/2016,255.8,S&P/FMDQ SBI
17/06/2016,"29,247.27",NGX ASI
20/06/2016,255.11,S&P/FMDQ SBI
20/06/2016,"28,769.90",NGX ASI
21/06/2016,254.66,S&P/FMDQ SBI
21/06/2016,"29,422.71",NGX ASI
22/06/2016,254.48,S&P/FMDQ SBI
22/06/2016,"30,127.82",NGX ASI
23/06/2016,252.82,S&P/FMDQ SBI
23/06/2016,"31,071.25",NGX ASI
24/06/2016,252.23,S&P/FMDQ SBI
24/06/2016,"30,649.66",NGX ASI
27/06/2016,254.56,S&P/FMDQ SBI
27/06/2016,"29,843.79",NGX ASI
28/06/2016,255.34,S&P/FMDQ SBI
28/06/2016,"29,575.24",NGX ASI
29/06/2016,254.61,S&P/FMDQ SBI
29/06/2016,"29,812.91",NGX ASI
30/06/2016,255.34,S&P/FMDQ SBI
30/06/2016,"29,597.79",NGX ASI
01/07/2016,259.44,S&P/FMDQ SBI
01/07/2016,"29,305.40",NGX ASI
04/07/2016,261.61,S&P/FMDQ SBI
04/07/2016,"29,005.33",NGX ASI
05/07/2016,258.86,S&P/FMDQ SBI
06/07/2016,258.96,S&P/FMDQ SBI
07/07/2016,259.04,S&P/FMDQ SBI
08/07/2016,259.06,S&P/FMDQ SBI
08/07/2016,"28,854.98",NGX ASI
11/07/2016,258.09,S&P/FMDQ SBI
11/07/2016,"28,813.51",NGX ASI
12/07/2016,256.07,S&P/FMDQ SBI
12/07/2016,101.77,AFEX ACI
12/07/2016,"28,857.34",NGX ASI
13/07/2016,255.24,S&P/FMDQ SBI
13/07/2016,"28,730.42",NGX ASI
14/07/2016,255.06,S&P/FMDQ SBI
14/07/2016,"28,703.09",NGX ASI
15/07/2016,255.66,S&P/FMDQ SBI
15/07/2016,"28,805.45",NGX ASI
18/07/2016,254.68,S&P/FMDQ SBI
18/07/2016,"28,740.24",NGX ASI
19/07/2016,252.43,S&P/FMDQ SBI
19/07/2016,"28,488.56",NGX ASI
20/07/2016,252.29,S&P/FMDQ SBI
20/07/2016,"28,221.18",NGX ASI
21/07/2016,248.58,S&P/FMDQ SBI
21/07/2016,"27,997.29",NGX ASI
22/07/2016,248.8,S&P/FMDQ SBI
22/07/2016,"27,659.44",NGX ASI
25/07/2016,249.35,S&P/FMDQ SBI
25/07/2016,"27,629.90",NGX ASI
26/07/2016,249.44,S&P/FMDQ SBI
26/07/2016,"27,945.02",NGX ASI
27/07/2016,249.1,S&P/FMDQ SBI
27/07/2016,"28,205.62",NGX ASI
28/07/2016,248.65,S&P/FMDQ SBI
28/07/2016,"28,046.96",NGX ASI
29/07/2016,247.95,S&P/FMDQ SBI
29/07/2016,"28,009.93",NGX ASI
01/08/2016,249.39,S&P/FMDQ SBI
01/08/2016,"27,843.00",NGX ASI
02/08/2016,249.54,S&P/FMDQ SBI
02/08/2016,"27,831.95",NGX ASI
03/08/2016,248.99,S&P/FMDQ SBI
03/08/2016,"27,687.80",NGX ASI
04/08/2016,248.71,S&P/FMDQ SBI
04/08/2016,"27,751.34",NGX ASI
05/08/2016,249.36,S&P/FMDQ SBI
05/08/2016,"27,425.86",NGX ASI
08/08/2016,250.64,S&P/FMDQ SBI
08/08/2016,"27,394.98",NGX ASI
09/08/2016,251.97,S&P/FMDQ SBI
09/08/2016,"27,272.14",NGX ASI
10/08/2016,252.82,S&P/FMDQ SBI
10/08/2016,"27,421.83",NGX ASI
11/08/2016,253.85,S&P/FMDQ SBI
11/08/2016,"27,280.95",NGX ASI
12/08/2016,252.28,S&P/FMDQ SBI
12/08/2016,98.87,AFEX ACI
12/08/2016,"27,246.98",NGX ASI
15/08/2016,252.34,S&P/FMDQ SBI
15/08/2016,"27,316.52",NGX ASI
16/08/2016,251.06,S&P/FMDQ SBI
16/08/2016,"27,389.02",NGX ASI
17/08/2016,252.55,S&P/FMDQ SBI
17/08/2016,"27,437.25",NGX ASI
18/08/2016,252.5,S&P/FMDQ SBI
18/08/2016,"27,420.99",NGX ASI
19/08/2016,254,S&P/FMDQ SBI
19/08/2016,"27,650.32",NGX ASI
22/08/2016,253.67,S&P/FMDQ SBI
22/08/2016,"27,817.00",NGX ASI
23/08/2016,254.57,S&P/FMDQ SBI
23/08/2016,"27,810.28",NGX ASI
24/08/2016,254.47,S&P/FMDQ SBI
24/08/2016,"27,880.46",NGX ASI
25/08/2016,254.43,S&P/FMDQ SBI
25/08/2016,"27,379.95",NGX ASI
26/08/2016,253.49,S&P/FMDQ SBI
26/08/2016,"27,450.91",NGX ASI
29/08/2016,253.06,S&P/FMDQ SBI
29/08/2016,"27,368.41",NGX ASI
30/08/2016,253.22,S&P/FMDQ SBI
30/08/2016,"27,493.12",NGX ASI
31/08/2016,252.85,S&P/FMDQ SBI
31/08/2016,"27,599.03",NGX ASI
01/09/2016,253.95,S&P/FMDQ SBI
01/09/2016,"28,419.92",NGX ASI
02/09/2016,254.81,S&P/FMDQ SBI
02/09/2016,"27,756.67",NGX ASI
05/09/2016,255.38,S&P/FMDQ SBI
05/09/2016,"27,707.12",NGX ASI
06/09/2016,256.81,S&P/FMDQ SBI
06/09/2016,"27,503.81",NGX ASI
07/09/2016,255.65,S&P/FMDQ SBI
07/09/2016,"27,522.62",NGX ASI
08/09/2016,255.73,S&P/FMDQ SBI
08/09/2016,"27,574.09",NGX ASI
09/09/2016,255.5,S&P/FMDQ SBI
09/09/2016,"27,577.52",NGX ASI
12/09/2016,255.8,S&P/FMDQ SBI
12/09/2016,96.31,AFEX ACI
13/09/2016,255.91,S&P/FMDQ SBI
14/09/2016,255.55,S&P/FMDQ SBI
14/09/2016,"27,642.13",NGX ASI
15/09/2016,255.47,S&P/FMDQ SBI
15/09/2016,"27,725.40",NGX ASI
16/09/2016,255.73,S&P/FMDQ SBI
16/09/2016,"27,858.48",NGX ASI
19/09/2016,257.95,S&P/FMDQ SBI
19/09/2016,"27,839.93",NGX ASI
20/09/2016,258.09,S&P/FMDQ SBI
20/09/2016,"28,209.93",NGX ASI
21/09/2016,259.05,S&P/FMDQ SBI
21/09/2016,"28,214.57",NGX ASI
22/09/2016,260.64,S&P/FMDQ SBI
22/09/2016,"28,166.42",NGX ASI
23/09/2016,261.25,S&P/FMDQ SBI
23/09/2016,"28,247.11",NGX ASI
26/09/2016,260.31,S&P/FMDQ SBI
26/09/2016,"28,263.16",NGX ASI
27/09/2016,259.24,S&P/FMDQ SBI
27/09/2016,"28,248.86",NGX ASI
28/09/2016,258.81,S&P/FMDQ SBI
28/09/2016,"28,236.23",NGX ASI
29/09/2016,258.92,S&P/FMDQ SBI
29/09/2016,"28,247.56",NGX ASI
30/09/2016,258.68,S&P/FMDQ SBI
30/09/2016,"28,335.40",NGX ASI
03/10/2016,258.13,S&P/FMDQ SBI
04/10/2016,258.23,S&P/FMDQ SBI
04/10/2016,"28,283.99",NGX ASI
05/10/2016,258.84,S&P/FMDQ SBI
05/10/2016,"28,009.40",NGX ASI
06/10/2016,259.08,S&P/FMDQ SBI
06/10/2016,"28,026.59",NGX ASI
07/10/2016,259.18,S&P/FMDQ SBI
07/10/2016,"27,835.22",NGX ASI
10/10/2016,258.97,S&P/FMDQ SBI
10/10/2016,"27,925.35",NGX ASI
11/10/2016,258.87,S&P/FMDQ SBI
11/10/2016,"28,034.32",NGX ASI
12/10/2016,258.97,S&P/FMDQ SBI
12/10/2016,"28,027.23",NGX ASI
13/10/2016,259.09,S&P/FMDQ SBI
13/10/2016,"27,854.78",NGX ASI
14/10/2016,260.07,S&P/FMDQ SBI
14/10/2016,"27,861.03",NGX ASI
17/10/2016,259.21,S&P/FMDQ SBI
17/10/2016,"27,634.99",NGX ASI
18/10/2016,259.32,S&P/FMDQ SBI
18/10/2016,"27,555.31",NGX ASI
19/10/2016,259.92,S&P/FMDQ SBI
19/10/2016,"27,478.04",NGX ASI
20/10/2016,260.14,S&P/FMDQ SBI
20/10/2016,"27,598.34",NGX ASI
21/10/2016,260.03,S&P/FMDQ SBI
21/10/2016,"27,596.82",NGX ASI
24/10/2016,261.09,S&P/FMDQ SBI
24/10/2016,"27,575.03",NGX ASI
25/10/2016,260.86,S&P/FMDQ SBI
25/10/2016,"27,098.52",NGX ASI
26/10/2016,260.97,S&P/FMDQ SBI
26/10/2016,"27,120.39",NGX ASI
27/10/2016,260.37,S&P/FMDQ SBI
27/10/2016,"27,236.78",NGX ASI
28/10/2016,260.3,S&P/FMDQ SBI
28/10/2016,"27,294.21",NGX ASI
31/10/2016,260.44,S&P/FMDQ SBI
31/10/2016,"27,220.09",NGX ASI
01/11/2016,260.4,S&P/FMDQ SBI
01/11/2016,"27,252.48",NGX ASI
02/11/2016,260.5,S&P/FMDQ SBI
02/11/2016,"27,223.08",NGX ASI
03/11/2016,260.27,S&P/FMDQ SBI
03/11/2016,"27,044.36",NGX ASI
04/11/2016,259.94,S&P/FMDQ SBI
04/11/2016,"26,981.60",NGX ASI
07/11/2016,260.62,S&P/FMDQ SBI
07/11/2016,"26,887.54",NGX ASI
08/11/2016,260.76,S&P/FMDQ SBI
08/11/2016,"26,364.27",NGX ASI
09/11/2016,260.63,S&P/FMDQ SBI
09/11/2016,"26,173.69",NGX ASI
10/11/2016,260.56,S&P/FMDQ SBI
