Date,Price,Index
22/05/2019,393.73,S&P/FMDQ SBI
22/05/2019,"31,145.15",NGX ASI
23/05/2019,305.9,USD/NGN
23/05/2019,395.2,S&P/FMDQ SBI
23/05/2019,"31,477.51",NGX ASI
24/05/2019,305.9,USD/NGN
24/05/2019,394.17,S&P/FMDQ SBI
24/05/2019,"30,881.29",NGX ASI
27/05/2019,305.9,USD/NGN
27/05/2019,394.68,S&P/FMDQ SBI
27/05/2019,"30,194.71",NGX ASI
28/05/2019,305.92,USD/NGN
28/05/2019,394.82,S&P/FMDQ SBI
28/05/2019,"31,307.00",NGX ASI
29/05/2019,305.95,USD/NGN
29/05/2019,394.43,S&P/FMDQ SBI
30/05/2019,305.95,USD/NGN
30/05/2019,394.59,S&P/FMDQ SBI
30/05/2019,"31,254.19",NGX ASI
31/05/2019,305.9,USD/NGN
31/05/2019,394.94,S&P/FMDQ SBI
31/05/2019,"31,069.37",NGX ASI
02/06/2019,149.94,AFEX ACI
03/06/2019,305.92,USD/NGN
03/06/2019,394.8,S&P/FMDQ SBI
03/06/2019,148.64,AFEX ACI
03/06/2019,"30,928.29",NGX ASI
04/06/2019,305.95,USD/NGN
04/06/2019,394.95,S&P/FMDQ SBI
05/06/2019,305.95,USD/NGN
05/06/2019,395.09,S&P/FMDQ SBI
05/06/2019,153.23,AFEX ACI
06/06/2019,305.9,USD/NGN
06/06/2019,393.05,S&P/FMDQ SBI
06/06/2019,144.27,AFEX ACI
06/06/2019,"30,527.07",NGX ASI
07/06/2019,305.95,USD/NGN
07/06/2019,392.56,S&P/FMDQ SBI
07/06/2019,"30,432.13",NGX ASI
08/06/2019,143.47,AFEX ACI
09/06/2019,144.23,AFEX ACI
10/06/2019,305.9,USD/NGN
10/06/2019,393,S&P/FMDQ SBI
10/06/2019,"30,322.19",NGX ASI
11/06/2019,307,USD/NGN
11/06/2019,393.04,S&P/FMDQ SBI
11/06/2019,144.23,AFEX ACI
11/06/2019,"30,099.83",NGX ASI
12/06/2019,306,USD/NGN
12/06/2019,392.77,S&P/FMDQ SBI
12/06/2019,151.4,AFEX ACI
13/06/2019,306,USD/NGN
13/06/2019,392.19,S&P/FMDQ SBI
13/06/2019,"30,029.15",NGX ASI
14/06/2019,306,USD/NGN
14/06/2019,391.92,S&P/FMDQ SBI
14/06/2019,"30,046.70",NGX ASI
17/06/2019,306,USD/NGN
17/06/2019,392.37,S&P/FMDQ SBI
17/06/2019,"29,936.33",NGX ASI
18/06/2019,305.95,USD/NGN
18/06/2019,392.95,S&P/FMDQ SBI
18/06/2019,"29,818.80",NGX ASI
19/06/2019,305.95,USD/NGN
19/06/2019,393.54,S&P/FMDQ SBI
19/06/2019,"29,772.72",NGX ASI
20/06/2019,305.9,USD/NGN
20/06/2019,393.76,S&P/FMDQ SBI
20/06/2019,"29,765.31",NGX ASI
21/06/2019,305.92,USD/NGN
21/06/2019,394.41,S&P/FMDQ SBI
21/06/2019,"29,851.29",NGX ASI
24/06/2019,305.9,USD/NGN
24/06/2019,395.04,S&P/FMDQ SBI
24/06/2019,"29,809.20",NGX ASI
25/06/2019,305.88,USD/NGN
25/06/2019,395.75,S&P/FMDQ SBI
25/06/2019,"29,668.68",NGX ASI
26/06/2019,305.9,USD/NGN
26/06/2019,395.53,S&P/FMDQ SBI
26/06/2019,"29,609.00",NGX ASI
27/06/2019,305.9,USD/NGN
27/06/2019,397.78,S&P/FMDQ SBI
27/06/2019,"29,749.35",NGX ASI
28/06/2019,305.9,USD/NGN
28/06/2019,400.27,S&P/FMDQ SBI
28/06/2019,"29,966.87",NGX ASI
01/07/2019,305.9,USD/NGN
01/07/2019,400.92,S&P/FMDQ SBI
01/07/2019,151.17,AFEX ACI
01/07/2019,"29,614.61",NGX ASI
02/07/2019,305.95,USD/NGN
02/07/2019,401.07,S&P/FMDQ SBI
02/07/2019,149.91,AFEX ACI
02/07/2019,"29,395.14",NGX ASI
03/07/2019,305.95,USD/NGN
03/07/2019,402.48,S&P/FMDQ SBI
03/07/2019,148.64,AFEX ACI
03/07/2019,"29,375.25",NGX ASI
04/07/2019,305.95,USD/NGN
04/07/2019,401.98,S&P/FMDQ SBI
04/07/2019,"29,300.09",NGX ASI
05/07/2019,305.95,USD/NGN
05/07/2019,403.73,S&P/FMDQ SBI
05/07/2019,153.23,AFEX ACI
05/07/2019,"29,270.95",NGX ASI
06/07/2019,144.57,AFEX ACI
08/07/2019,305.95,USD/NGN
08/07/2019,404.17,S&P/FMDQ SBI
08/07/2019,143.47,AFEX ACI
08/07/2019,"29,287.87",NGX ASI
09/07/2019,306,USD/NGN
09/07/2019,403.82,S&P/FMDQ SBI
09/07/2019,"29,318.85",NGX ASI
10/07/2019,306,USD/NGN
10/07/2019,403.92,S&P/FMDQ SBI
10/07/2019,144.23,AFEX ACI
10/07/2019,"29,256.60",NGX ASI
11/07/2019,306,USD/NGN
11/07/2019,406.07,S&P/FMDQ SBI
11/07/2019,144.23,AFEX ACI
11/07/2019,"28,712.90",NGX ASI
12/07/2019,306,USD/NGN
12/07/2019,405.41,S&P/FMDQ SBI
12/07/2019,"28,566.79",NGX ASI
15/07/2019,306,USD/NGN
15/07/2019,405.81,S&P/FMDQ SBI
15/07/2019,"28,341.03",NGX ASI
16/07/2019,305.95,USD/NGN
16/07/2019,404.29,S&P/FMDQ SBI
16/07/2019,"28,200.88",NGX ASI
17/07/2019,305.9,USD/NGN
17/07/2019,407.37,S&P/FMDQ SBI
17/07/2019,"28,042.80",NGX ASI
18/07/2019,305.95,USD/NGN
18/07/2019,407.83,S&P/FMDQ SBI
18/07/2019,"27,864.49",NGX ASI
19/07/2019,305.95,USD/NGN
19/07/2019,408.16,S&P/FMDQ SBI
19/07/2019,"27,919.50",NGX ASI
22/07/2019,305.95,USD/NGN
22/07/2019,408.93,S&P/FMDQ SBI
22/07/2019,"27,808.69",NGX ASI
23/07/2019,305.9,USD/NGN
23/07/2019,408.94,S&P/FMDQ SBI
23/07/2019,"28,144.87",NGX ASI
24/07/2019,305.88,USD/NGN
24/07/2019,408.02,S&P/FMDQ SBI
24/07/2019,"28,088.74",NGX ASI
25/07/2019,305.88,USD/NGN
25/07/2019,408.11,S&P/FMDQ SBI
25/07/2019,"27,990.61",NGX ASI
26/07/2019,305.88,USD/NGN
26/07/2019,408.25,S&P/FMDQ SBI
26/07/2019,"27,918.59",NGX ASI
29/07/2019,305.88,USD/NGN
29/07/2019,409.07,S&P/FMDQ SBI
29/07/2019,"27,950.36",NGX ASI
30/07/2019,305.88,USD/NGN
30/07/2019,413.37,S&P/FMDQ SBI
30/07/2019,"27,820.57",NGX ASI
31/07/2019,305.8,USD/NGN
31/07/2019,414.11,S&P/FMDQ SBI
31/07/2019,"27,718.26",NGX ASI
01/08/2019,305.8,USD/NGN
01/08/2019,414.25,S&P/FMDQ SBI
01/08/2019,149.71,AFEX ACI
01/08/2019,"27,748.46",NGX ASI
02/08/2019,305.88,USD/NGN
02/08/2019,414.47,S&P/FMDQ SBI
02/08/2019,149.47,AFEX ACI
02/08/2019,"27,630.46",NGX ASI
03/08/2019,150.42,AFEX ACI
04/08/2019,151.76,AFEX ACI
05/08/2019,305.8,USD/NGN
05/08/2019,414.92,S&P/FMDQ SBI
05/08/2019,151.57,AFEX ACI
05/08/2019,"27,669.38",NGX ASI
06/08/2019,305.88,USD/NGN
06/08/2019,414.96,S&P/FMDQ SBI
06/08/2019,"27,527.40",NGX ASI
07/08/2019,305.88,USD/NGN
07/08/2019,414.83,S&P/FMDQ SBI
07/08/2019,141.13,AFEX ACI
07/08/2019,"27,412.13",NGX ASI
08/08/2019,305.9,USD/NGN
08/08/2019,412.19,S&P/FMDQ SBI
08/08/2019,143.47,AFEX ACI
08/08/2019,"27,424.92",NGX ASI
09/08/2019,305.9,USD/NGN
09/08/2019,409.63,S&P/FMDQ SBI
09/08/2019,"27,306.81",NGX ASI
10/08/2019,144.23,AFEX ACI
11/08/2019,144.23,AFEX ACI
12/08/2019,305.88,USD/NGN
12/08/2019,410.25,S&P/FMDQ SBI
13/08/2019,305.9,USD/NGN
13/08/2019,410.39,S&P/FMDQ SBI
14/08/2019,305.9,USD/NGN
14/08/2019,407.75,S&P/FMDQ SBI
14/08/2019,"27,083.11",NGX ASI
15/08/2019,305.9,USD/NGN
15/08/2019,406.98,S&P/FMDQ SBI
15/08/2019,"27,052.93",NGX ASI
16/08/2019,305.9,USD/NGN
16/08/2019,407.13,S&P/FMDQ SBI
16/08/2019,"26,925.29",NGX ASI
19/08/2019,305.88,USD/NGN
19/08/2019,405.61,S&P/FMDQ SBI
19/08/2019,"27,117.22",NGX ASI
20/08/2019,305.9,USD/NGN
20/08/2019,405.67,S&P/FMDQ SBI
20/08/2019,"27,058.62",NGX ASI
21/08/2019,305.95,USD/NGN
21/08/2019,403.96,S&P/FMDQ SBI
21/08/2019,"27,352.94",NGX ASI
22/08/2019,305.95,USD/NGN
22/08/2019,403.38,S&P/FMDQ SBI
22/08/2019,"27,629.66",NGX ASI
23/08/2019,305.9,USD/NGN
23/08/2019,403.63,S&P/FMDQ SBI
23/08/2019,"27,800.17",NGX ASI
26/08/2019,305.95,USD/NGN
26/08/2019,404.09,S&P/FMDQ SBI
26/08/2019,"27,691.85",NGX ASI
27/08/2019,306,USD/NGN
27/08/2019,404.19,S&P/FMDQ SBI
27/08/2019,"27,602.77",NGX ASI
28/08/2019,306,USD/NGN
28/08/2019,409.52,S&P/FMDQ SBI
28/08/2019,"27,607.02",NGX ASI
29/08/2019,306,USD/NGN
29/08/2019,409.74,S&P/FMDQ SBI
29/08/2019,"27,425.57",NGX ASI
30/08/2019,306,USD/NGN
30/08/2019,410.04,S&P/FMDQ SBI
30/08/2019,"27,525.81",NGX ASI
01/09/2019,149.71,AFEX ACI
02/09/2019,306,USD/NGN
02/09/2019,410.33,S&P/FMDQ SBI
02/09/2019,"27,565.14",NGX ASI
03/09/2019,305.92,USD/NGN
03/09/2019,408.57,S&P/FMDQ SBI
03/09/2019,"27,586.79",NGX ASI
04/09/2019,305.95,USD/NGN
04/09/2019,408.41,S&P/FMDQ SBI
04/09/2019,151.76,AFEX ACI
04/09/2019,"27,319.64",NGX ASI
05/09/2019,305.9,USD/NGN
05/09/2019,408.05,S&P/FMDQ SBI
05/09/2019,151.57,AFEX ACI
05/09/2019,"27,252.09",NGX ASI
06/09/2019,305.9,USD/NGN
06/09/2019,407.91,S&P/FMDQ SBI
06/09/2019,"27,146.57",NGX ASI
07/09/2019,135.15,AFEX ACI
08/09/2019,143.47,AFEX ACI
09/09/2019,305.88,USD/NGN
09/09/2019,408.36,S&P/FMDQ SBI
09/09/2019,144.23,AFEX ACI
09/09/2019,"27,089.84",NGX ASI
10/09/2019,305.9,USD/NGN
10/09/2019,408.88,S&P/FMDQ SBI
10/09/2019,144.23,AFEX ACI
10/09/2019,"27,047.58",NGX ASI
11/09/2019,305.8,USD/NGN
11/09/2019,409.14,S&P/FMDQ SBI
11/09/2019,"27,153.53",NGX ASI
12/09/2019,305.85,USD/NGN
12/09/2019,408.86,S&P/FMDQ SBI
12/09/2019,153.17,AFEX ACI
12/09/2019,"27,426.64",NGX ASI
13/09/2019,305.85,USD/NGN
13/09/2019,409.08,S&P/FMDQ SBI
13/09/2019,"27,779.00",NGX ASI
16/09/2019,305.9,USD/NGN
16/09/2019,409.86,S&P/FMDQ SBI
16/09/2019,"27,574.32",NGX ASI
17/09/2019,305.88,USD/NGN
17/09/2019,410.4,S&P/FMDQ SBI
17/09/2019,"27,407.04",NGX ASI
18/09/2019,305.88,USD/NGN
18/09/2019,410.71,S&P/FMDQ SBI
18/09/2019,"27,681.61",NGX ASI
19/09/2019,305.9,USD/NGN
19/09/2019,411.73,S&P/FMDQ SBI
19/09/2019,"27,646.15",NGX ASI
20/09/2019,305.9,USD/NGN
20/09/2019,411.88,S&P/FMDQ SBI
20/09/2019,"27,698.69",NGX ASI
23/09/2019,305.9,USD/NGN
23/09/2019,411.94,S&P/FMDQ SBI
23/09/2019,"27,650.28",NGX ASI
24/09/2019,305.9,USD/NGN
24/09/2019,411.17,S&P/FMDQ SBI
24/09/2019,"27,352.24",NGX ASI
25/09/2019,305.95,USD/NGN
25/09/2019,411.32,S&P/FMDQ SBI
25/09/2019,"27,283.05",NGX ASI
26/09/2019,305.95,USD/NGN
26/09/2019,411.53,S&P/FMDQ SBI
26/09/2019,"27,579.85",NGX ASI
27/09/2019,305.9,USD/NGN
27/09/2019,411.5,S&P/FMDQ SBI
27/09/2019,"27,675.04",NGX ASI
30/09/2019,305.95,USD/NGN
30/09/2019,412.32,S&P/FMDQ SBI
30/09/2019,"27,630.56",NGX ASI
01/10/2019,306,USD/NGN
01/10/2019,412.48,S&P/FMDQ SBI
01/10/2019,151.37,AFEX ACI
02/10/2019,306,USD/NGN
02/10/2019,412.76,S&P/FMDQ SBI
02/10/2019,"27,314.87",NGX ASI
03/10/2019,306,USD/NGN
03/10/2019,413.24,S&P/FMDQ SBI
03/10/2019,"27,085.69",NGX ASI
04/10/2019,306,USD/NGN
04/10/2019,413.38,S&P/FMDQ SBI
04/10/2019,151.76,AFEX ACI
04/10/2019,"26,987.45",NGX ASI
05/10/2019,151.57,AFEX ACI
06/10/2019,144.57,AFEX ACI
07/10/2019,306,USD/NGN
07/10/2019,413.23,S&P/FMDQ SBI
07/10/2019,135.15,AFEX ACI
07/10/2019,"26,866.41",NGX ASI
08/10/2019,306,USD/NGN
08/10/2019,413.32,S&P/FMDQ SBI
08/10/2019,"26,809.92",NGX ASI
09/10/2019,306,USD/NGN
09/10/2019,413.35,S&P/FMDQ SBI
09/10/2019,144.23,AFEX ACI
09/10/2019,"26,598.94",NGX ASI
10/10/2019,306,USD/NGN
10/10/2019,413.62,S&P/FMDQ SBI
10/10/2019,144.23,AFEX ACI
10/10/2019,"26,583.75",NGX ASI
11/10/2019,305.95,USD/NGN
11/10/2019,413.71,S&P/FMDQ SBI
11/10/2019,"26,533.78",NGX ASI
12/10/2019,152.83,AFEX ACI
14/10/2019,305.95,USD/NGN
14/10/2019,414.11,S&P/FMDQ SBI
14/10/2019,"26,557.44",NGX ASI
15/10/2019,305.95,USD/NGN
15/10/2019,414.26,S&P/FMDQ SBI
15/10/2019,"26,513.65",NGX ASI
16/10/2019,305.95,USD/NGN
16/10/2019,415.16,S&P/FMDQ SBI
16/10/2019,"26,472.20",NGX ASI
17/10/2019,305.9,USD/NGN
17/10/2019,415.34,S&P/FMDQ SBI
17/10/2019,"26,456.29",NGX ASI
18/10/2019,305.9,USD/NGN
18/10/2019,415.48,S&P/FMDQ SBI
18/10/2019,"26,448.62",NGX ASI
21/10/2019,306.9,USD/NGN
21/10/2019,417.83,S&P/FMDQ SBI
21/10/2019,"26,390.08",NGX ASI
22/10/2019,306.9,USD/NGN
22/10/2019,418.01,S&P/FMDQ SBI
22/10/2019,"26,365.83",NGX ASI
23/10/2019,306.9,USD/NGN
23/10/2019,418.67,S&P/FMDQ SBI
23/10/2019,"26,397.94",NGX ASI
24/10/2019,306.9,USD/NGN
24/10/2019,418.83,S&P/FMDQ SBI
24/10/2019,"26,357.24",NGX ASI
25/10/2019,306.95,USD/NGN
25/10/2019,419.37,S&P/FMDQ SBI
25/10/2019,"26,348.73",NGX ASI
28/10/2019,306.95,USD/NGN
28/10/2019,420.47,S&P/FMDQ SBI
28/10/2019,"26,384.45",NGX ASI
29/10/2019,306.9,USD/NGN
29/10/2019,427.82,S&P/FMDQ SBI
29/10/2019,"26,244.39",NGX ASI
30/10/2019,305.98,USD/NGN
30/10/2019,434.79,S&P/FMDQ SBI
30/10/2019,"26,310.77",NGX ASI
31/10/2019,306,USD/NGN
31/10/2019,442.48,S&P/FMDQ SBI
31/10/2019,"26,355.35",NGX ASI
01/11/2019,306,USD/NGN
01/11/2019,434.85,S&P/FMDQ SBI
01/11/2019,151.37,AFEX ACI
01/11/2019,"26,293.30",NGX ASI
02/11/2019,149.47,AFEX ACI
03/11/2019,150.42,AFEX ACI
04/11/2019,306,USD/NGN
04/11/2019,433.7,S&P/FMDQ SBI
04/11/2019,151.76,AFEX ACI
04/11/2019,"26,401.06",NGX ASI
05/11/2019,305.95,USD/NGN
05/11/2019,435.31,S&P/FMDQ SBI
05/11/2019,"26,375.35",NGX ASI
06/11/2019,305.95,USD/NGN
06/11/2019,435.33,S&P/FMDQ SBI
06/11/2019,146.76,AFEX ACI
06/11/2019,"26,223.66",NGX ASI
07/11/2019,305.95,USD/NGN
07/11/2019,435.47,S&P/FMDQ SBI
07/11/2019,135.15,AFEX ACI
07/11/2019,"26,188.24",NGX ASI
08/11/2019,306.9,USD/NGN
08/11/2019,435.92,S&P/FMDQ SBI
08/11/2019,"26,314.49",NGX ASI
09/11/2019,144.23,AFEX ACI
10/11/2019,144.23,AFEX ACI
11/11/2019,306.9,USD/NGN
11/11/2019,436.39,S&P/FMDQ SBI
11/11/2019,144.23,AFEX ACI
12/11/2019,306.9,USD/NGN
12/11/2019,442.82,S&P/FMDQ SBI
12/11/2019,151.22,AFEX ACI
12/11/2019,"26,456.39",NGX ASI
13/11/2019,306.9,USD/NGN
13/11/2019,443.97,S&P/FMDQ SBI
13/11/2019,"26,357.61",NGX ASI
14/11/2019,306.9,USD/NGN
14/11/2019,445.38,S&P/FMDQ SBI
14/11/2019,"26,843.11",NGX ASI
15/11/2019,306.95,USD/NGN
15/11/2019,448.92,S&P/FMDQ SBI
15/11/2019,"26,851.68",NGX ASI
18/11/2019,306.95,USD/NGN
18/11/2019,448.41,S&P/FMDQ SBI
18/11/2019,"26,691.09",NGX ASI
19/11/2019,306.95,USD/NGN
19/11/2019,451.17,S&P/FMDQ SBI
19/11/2019,"26,739.44",NGX ASI
20/11/2019,306.95,USD/NGN
20/11/2019,452.07,S&P/FMDQ SBI
20/11/2019,"26,776.15",NGX ASI
21/11/2019,305.95,USD/NGN
21/11/2019,452.18,S&P/FMDQ SBI
21/11/2019,"26,872.09",NGX ASI
22/11/2019,305.9,USD/NGN
22/11/2019,450.51,S&P/FMDQ SBI
22/11/2019,"26,991.42",NGX ASI
25/11/2019,305.95,USD/NGN
25/11/2019,451.54,S&P/FMDQ SBI
25/11/2019,"27,035.78",NGX ASI
26/11/2019,305.95,USD/NGN
26/11/2019,452.98,S&P/FMDQ SBI
26/11/2019,"26,883.33",NGX ASI
27/11/2019,306,USD/NGN
27/11/2019,453.08,S&P/FMDQ SBI
27/11/2019,"26,790.10",NGX ASI
28/11/2019,306,USD/NGN
28/11/2019,453.37,S&P/FMDQ SBI
28/11/2019,"26,824.50",NGX ASI
29/11/2019,306,USD/NGN
29/11/2019,455.53,S&P/FMDQ SBI
29/11/2019,"27,002.15",NGX ASI
02/12/2019,306,USD/NGN
02/12/2019,454.5,S&P/FMDQ SBI
02/12/2019,145.82,AFEX ACI
02/12/2019,"26,990.59",NGX ASI
03/12/2019,305.9,USD/NGN
03/12/2019,457.27,S&P/FMDQ SBI
03/12/2019,150.42,AFEX ACI
03/12/2019,"26,944.32",NGX ASI
04/12/2019,305.95,USD/NGN
04/12/2019,459.45,S&P/FMDQ SBI
04/12/2019,151.76,AFEX ACI
04/12/2019,"26,938.58",NGX ASI
05/12/2019,305.95,USD/NGN
05/12/2019,459.56,S&P/FMDQ SBI
05/12/2019,"26,913.70",NGX ASI
06/12/2019,305.95,USD/NGN
06/12/2019,464.36,S&P/FMDQ SBI
06/12/2019,146.76,AFEX ACI
06/12/2019,"26,855.52",NGX ASI
07/12/2019,135.15,AFEX ACI
08/12/2019,143.47,AFEX ACI
09/12/2019,305.9,USD/NGN
09/12/2019,468.48,S&P/FMDQ SBI
09/12/2019,144.23,AFEX ACI
09/12/2019,"26,681.31",NGX ASI
10/12/2019,305.88,USD/NGN
10/12/2019,473.73,S&P/FMDQ SBI
10/12/2019,"26,384.21",NGX ASI
11/12/2019,305.88,USD/NGN
11/12/2019,473.94,S&P/FMDQ SBI
11/12/2019,144.23,AFEX ACI
11/12/2019,"26,434.00",NGX ASI
12/12/2019,305.9,USD/NGN
12/12/2019,476.35,S&P/FMDQ SBI
12/12/2019,152.03,AFEX ACI
12/12/2019,"26,569.80",NGX ASI
13/12/2019,305.95,USD/NGN
13/12/2019,475.96,S&P/FMDQ SBI
13/12/2019,"26,536.21",NGX ASI
16/12/2019,305.85,USD/NGN
16/12/2019,476.19,S&P/FMDQ SBI
16/12/2019,"26,695.18",NGX ASI
17/12/2019,305.9,USD/NGN
17/12/2019,476.4,S&P/FMDQ SBI
17/12/2019,"26,660.44",NGX ASI
18/12/2019,305.95,USD/NGN
18/12/2019,476.5,S&P/FMDQ SBI
18/12/2019,"26,665.73",NGX ASI
19/12/2019,305.9,USD/NGN
19/12/2019,476.03,S&P/FMDQ SBI
19/12/2019,"26,584.45",NGX ASI
20/12/2019,305.9,USD/NGN
20/12/2019,476.17,S&P/FMDQ SBI
20/12/2019,"26,526.35",NGX ASI
23/12/2019,305.95,USD/NGN
23/12/2019,476.73,S&P/FMDQ SBI
23/12/2019,"26,115.80",NGX ASI
24/12/2019,306,USD/NGN
24/12/2019,479.08,S&P/FMDQ SBI
24/12/2019,"26,092.82",NGX ASI
25/12/2019,306,USD/NGN
26/12/2019,306,USD/NGN
26/12/2019,479.4,S&P/FMDQ SBI
27/12/2019,306,USD/NGN
27/12/2019,479.54,S&P/FMDQ SBI
27/12/2019,"26,416.48",NGX ASI
30/12/2019,306,USD/NGN
30/12/2019,480.64,S&P/FMDQ SBI
30/12/2019,"26,609.34",NGX ASI
31/12/2019,306,USD/NGN
31/12/2019,481.16,S&P/FMDQ SBI
31/12/2019,"26,842.07",NGX ASI
01/01/2020,306,USD/NGN
01/01/2020,154.74,AFEX ACI
02/01/2020,307,USD/NGN
02/01/2020,481.19,S&P/FMDQ SBI
02/01/2020,"26,867.79",NGX ASI
03/01/2020,306,USD/NGN
03/01/2020,481.72,S&P/FMDQ SBI
03/01/2020,"26,968.79",NGX ASI
04/01/2020,150.14,AFEX ACI
05/01/2020,148.6,AFEX ACI
06/01/2020,305.98,USD/NGN
06/01/2020,483.58,S&P/FMDQ SBI
06/01/2020,173.39,AFEX ACI
06/01/2020,"27,339.68",NGX ASI
07/01/2020,306,USD/NGN
07/01/2020,486.93,S&P/FMDQ SBI
07/01/2020,224.65,AFEX ACI
07/01/2020,"27,586.93",NGX ASI
08/01/2020,306,USD/NGN
08/01/2020,486.99,S&P/FMDQ SBI
08/01/2020,"28,562.48",NGX ASI
09/01/2020,305.9,USD/NGN
09/01/2020,486.95,S&P/FMDQ SBI
09/01/2020,259.69,AFEX ACI
09/01/2020,"29,395.57",NGX ASI
10/01/2020,305.9,USD/NGN
10/01/2020,486.58,S&P/FMDQ SBI
10/01/2020,259.69,AFEX ACI
10/01/2020,"29,415.39",NGX ASI
12/01/2020,259.69,AFEX ACI
13/01/2020,305.9,USD/NGN
13/01/2020,486.49,S&P/FMDQ SBI
13/01/2020,"29,633.58",NGX ASI
14/01/2020,305.9,USD/NGN
14/01/2020,487,S&P/FMDQ SBI
14/01/2020,"29,283.15",NGX ASI
15/01/2020,305.9,USD/NGN
15/01/2020,487.14,S&P/FMDQ SBI
15/01/2020,"29,062.50",NGX ASI
16/01/2020,305.88,USD/NGN
16/01/2020,490.15,S&P/FMDQ SBI
16/01/2020,"29,352.13",NGX ASI
17/01/2020,305.88,USD/NGN
17/01/2020,489.59,S&P/FMDQ SBI
17/01/2020,"29,618.52",NGX ASI
20/01/2020,305.95,USD/NGN
20/01/2020,490.07,S&P/FMDQ SBI
20/01/2020,"29,710.56",NGX ASI
21/01/2020,305.95,USD/NGN
21/01/2020,492.17,S&P/FMDQ SBI
21/01/2020,"29,462.76",NGX ASI
22/01/2020,305.95,USD/NGN
22/01/2020,490.73,S&P/FMDQ SBI
22/01/2020,"29,458.21",NGX ASI
23/01/2020,305.95,USD/NGN
23/01/2020,493.67,S&P/FMDQ SBI
23/01/2020,"29,591.29",NGX ASI
24/01/2020,305.95,USD/NGN
24/01/2020,494.02,S&P/FMDQ SBI
24/01/2020,"29,628.84",NGX ASI
27/01/2020,305.92,USD/NGN
27/01/2020,493.16,S&P/FMDQ SBI
27/01/2020,"29,552.99",NGX ASI
28/01/2020,305.9,USD/NGN
28/01/2020,497.65,S&P/FMDQ SBI
28/01/2020,"29,378.63",NGX ASI
29/01/2020,306,USD/NGN
29/01/2020,498.72,S&P/FMDQ SBI
29/01/2020,"29,110.90",NGX ASI
30/01/2020,306,USD/NGN
30/01/2020,497.65,S&P/FMDQ SBI
30/01/2020,"29,030.93",NGX ASI
31/01/2020,306,USD/NGN
31/01/2020,498.17,S&P/FMDQ SBI
31/01/2020,"28,843.53",NGX ASI
01/02/2020,153.43,AFEX ACI
03/02/2020,306,USD/NGN
03/02/2020,498.86,S&P/FMDQ SBI
03/02/2020,145.62,AFEX ACI
03/02/2020,"28,533.40",NGX ASI
04/02/2020,306,USD/NGN
04/02/2020,499.42,S&P/FMDQ SBI
04/02/2020,141.55,AFEX ACI
04/02/2020,"28,432.27",NGX ASI
05/02/2020,306,USD/NGN
05/02/2020,497.02,S&P/FMDQ SBI
05/02/2020,"28,093.76",NGX ASI
06/02/2020,305.95,USD/NGN
06/02/2020,497.47,S&P/FMDQ SBI
06/02/2020,175.27,AFEX ACI
06/02/2020,"28,140.41",NGX ASI
07/02/2020,305.95,USD/NGN
07/02/2020,498.66,S&P/FMDQ SBI
07/02/2020,227.38,AFEX ACI
07/02/2020,"28,067.09",NGX ASI
09/02/2020,259.69,AFEX ACI
10/02/2020,305.95,USD/NGN
10/02/2020,499.77,S&P/FMDQ SBI
10/02/2020,259.69,AFEX ACI
10/02/2020,"27,773.20",NGX ASI
11/02/2020,305.9,USD/NGN
11/02/2020,500.31,S&P/FMDQ SBI
11/02/2020,259.69,AFEX ACI
11/02/2020,"27,871.90",NGX ASI
12/02/2020,305.9,USD/NGN
12/02/2020,500.43,S&P/FMDQ SBI
12/02/2020,299.43,AFEX ACI
12/02/2020,"27,878.43",NGX ASI
13/02/2020,305.9,USD/NGN
13/02/2020,501.8,S&P/FMDQ SBI
13/02/2020,"27,864.84",NGX ASI
14/02/2020,305.9,USD/NGN
14/02/2020,501.94,S&P/FMDQ SBI
14/02/2020,"27,755.87",NGX ASI
17/02/2020,305.95,USD/NGN
17/02/2020,501.55,S&P/FMDQ SBI
17/02/2020,"27,570.94",NGX ASI
18/02/2020,305.95,USD/NGN
18/02/2020,500.96,S&P/FMDQ SBI
18/02/2020,"27,547.56",NGX ASI
19/02/2020,305.95,USD/NGN
19/02/2020,502.22,S&P/FMDQ SBI
19/02/2020,"27,523.08",NGX ASI
20/02/2020,306,USD/NGN
20/02/2020,505.18,S&P/FMDQ SBI
20/02/2020,"27,568.91",NGX ASI
21/02/2020,306,USD/NGN
21/02/2020,505.11,S&P/FMDQ SBI
21/02/2020,"27,388.62",NGX ASI
24/02/2020,306,USD/NGN
24/02/2020,516.23,S&P/FMDQ SBI
24/02/2020,"27,041.03",NGX ASI
25/02/2020,305.92,USD/NGN
25/02/2020,521.15,S&P/FMDQ SBI
25/02/2020,"27,033.10",NGX ASI
26/02/2020,305.95,USD/NGN
26/02/2020,525.4,S&P/FMDQ SBI
26/02/2020,"26,974.38",NGX ASI
27/02/2020,305.95,USD/NGN
27/02/2020,525.7,S&P/FMDQ SBI
27/02/2020,"26,808.24",NGX ASI
28/02/2020,305.9,USD/NGN
28/02/2020,524.9,S&P/FMDQ SBI
28/02/2020,"26,216.46",NGX ASI
01/03/2020,151.97,AFEX ACI
02/03/2020,305.95,USD/NGN
02/03/2020,522.05,S&P/FMDQ SBI
02/03/2020,150.43,AFEX ACI
02/03/2020,"25,816.57",NGX ASI
03/03/2020,306,USD/NGN
